course_name,course_code,description,learning_objectives,level,faculty,url,program
Aerodynamics II,AE2130-III,"How to apply the basic laws of mechanics and thermodynamics to describe compressible flows?

What are the essential phenomena that are relevant and specific to aerodynamic behaviour under compressible flow conditions

How to apply the theory in the prediction and computation of compressible flows (airfoils, engine intakes, nozzles)","At the end of this course, the student will be able to:

1. Understand aerodynamic concepts and apply aerodynamic theory for compressible flows.

2. Explain which essential phenomena occur in compressible flows and explain the relevance of different flow regimes (transonic, supersonic, hypersonic)

3. Apply the fundamental equations of fluid mechanics and thermodynamics to describe compressible flows; derive the governing equations for compressible flow

4. Calculate the flow through channels and nozzles.

5. Calculate the flow properties of airfoils in supersonic flows (linearized theory, shockwave-expansion theory).

6. Explain the effects of viscosity on the behavior of airfoils in compressible (transonic) flow.

7. Describe the basic steps towards non-linear supersonic flow.

8. Perform a supersonic flow experiment and calculate basic shock wave properties.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20606,['BSc Aerospace Engineering (Bachelor)']
Structural Analysis en Design,AE2135-I,"This course is a continuation of the series of courses in engineering mechanics looking at the analysis of internal loads, stress, and deformations of engineering structures. Within this particular course, an emphasis will be placed on lightweight thin-walled structures typically found in aerospace applications. Stress and deformation analysis methods developed in Statics and Mechanics of Materials will be extended to these applications, with an emphasis on simplifications and idealizations that can be made in order to allow first-order structural designs to be produced for given loading scenarios.

The primary topics that will be addressed in this course include:

Unsymmetrical bending

Torsion of thin-walled open and closed sections

Shear of thin-walled open and closed sections (incl. shear centres)

Multi-cell structures

Sheet-boom structural idealizations

Energy methods

Buckling

Cutouts and their associated reinforcements

These topics and their consequence on design will be thoroughly discussed in a traditional lecture format. Simple illustrative examples will be used to illustrate the concepts learned; however, their real power with respect to design typically requires iterative approaches and the use of tools such as Excel or Matlab to streamline the calculation process. To reflect this, examples will focus on generating parametric solutions (ie: stresses and deformations as functions of geometric and material properties) that could be directly used for such iterations.","By the end of this course, students will be able to:

Calculate stresses/strains in thin-walled structures using:

engineering beam theory (bending and shear)

torsion theory (closed and open sections)

Idealize thin-walled structures to simplify the above calculations, being aware of the impact of the idealization

Modify above theories in the presence of cutouts and/or taper

Calculate displacements using:

beam theory

energy methods (Castigliano's theorems)

Determine buckling loads for simple structures (beams, trusses, stiffened panels)

Design such structures where you determine the geometry so that structure does not fail (thickness of skins under bending, shear and torsion; cross-sectional geometry of beams under compression)",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20607,['BSc Aerospace Engineering (Bachelor)']
Structural Analysis and Design,AE2135-I S,see AE2135-I,see AE2135-I,Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20461,['Bridging Programme Aerospace Engineering (Bridging)']
Vibrations,AE2135-II,"Aerospace structures are commonly subjected to vibrations during operation. This includes harmonic loads as found in low and high-speed rotating equipment or impact loads due to collissions. For analysis and design purposes it is critical to model the response of a structure under free and forced loading conditions. This course is an introduction to vibrations in structures and covers the following topics:

1. Introduction to vibrations and modelling of structures by mapping them to a mass-spring-damper system.

2. Free vibrations of single degree-of-freedom systems

3. Forced-vibrations of single degree-of-freedom systems under harmonic and general loading

4. Free vibrations of undamped multiple degrees-of-freedom systems using modal analysis

5. Forced vibrations of multiple degrees-of-freedom systems

Fundamental concepts of structural vibrations are introduced in the course, such as discretisation of kinematic and force connectors, choice of degrees of freedom (DOF), lumped mass approach, damped and undamped natural frequencies, resonance, critical, undercritical and overcritical damping, transfer function.","General course aim:

The purpose of this course is to provide an introduction to vibrations of structures and structural components. At the end of the course, students should be able to analyze basic vibration problems and be able to use this information for design purposes.

Learning outcomes:

Students who successfully complete the course should be able to:

1. Represent an actual structure or structural component using a mass-damper-spring model.

2. Formulate and solve the equation of motion associated to the mass-damper-spring model.

3. Understand the influence of the main model parameters on the structural response.

4. Interpret the results of the simulations in terms of global cases such as resonance and under or over-damped responses.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20608,['BSc Aerospace Engineering (Bachelor)']
Applied Numerical Analysis,AE2220-I,"Applied Numerical Analysis (Weeks 1-7, Dr. R.P. Dwight)

_____________________________________________________________

A foundational course in numerical analysis. We assume good knowledge of real analysis and calculus, but no previous experience in numerical analysis. We introduce numerical methods for solving non-linear equations, ODEs, optimization problems and integrals. We analyze these in detail, with regard to consistency, accuracy, stability and convergence, theoretically and in practice.

1. Taylor Series and Solutions of non-linear equations.

- Computer arithmetic and round-off errors.

- Concepts of accuracy, consistency, stability and convergence.

- Uses and limitations of numerical methods.

- Solution methods for non-linear equations:

2. Polynomial interpolation

- Statement of the interpolation conditions.

- Important properties of polynomials, the Weierstrass approximation theorem.

- Choice of basis: monomial, Newton, Lagrange.

- Uniqueness and existence of polynomial interpolants.

- Gibbs phenomena.

3. Advanced interpolation methods and regression

- Interpolation on triangles and rectangles (patches).

- Splines.

- Radial basis functions and volume splines.

- Least-squares regression

4. Numerical differentiation and integration

- Finite difference formulas, truncation error, rounding error.

- Quadrature based on polynomial interpolation.

- Derivation of integration conditions.

- Newton-Cotes and Gauss rules

- 2D integration based on product rules.

5. Numerical methods for solving ordinary differential equations (ODEs)

- Properties and classification of ODEs, standard form of ODE.

- Definition of a consistent ODE solver.

- Linear stability analysis (von Neumann analysis), time-step criteria.

- Convergence analysis.

- Single and multistep methods:

6. Numerical optimization

- Define the unconstrained optimization problem

- Local and global optima, design space, cost function, derivatives.

- Quadratic forms as an example problem.

- Common optimisation methods","At the end of this part of the course, the student should be familiar with:

1. The Taylor Series and Solutions of non-linear equations

2. Polynomial interpolation

3. Advanced interpolation methods and regression

4. Numerical differentiation and integration

5. Numerical methods for solving ordinary differential equations (ODEs)

6. Numerical optimization",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20609,['BSc Aerospace Engineering (Bachelor)']
Computational Modelling,AE2220-II,"Complex physical phenomena, from flows to structural deformations, are often modelled using partial differential equations (PDEs). This course provides an introduction to the numerical solution of PDEs . We begin by describing the general principles of computational modelling, and investigate the properties of PDEs derived from common physical problems. We then describe two popular discretisation approaches, the finite-difference and finite-element methods, along with techniques used for their analysis and practical application. In the last part of the course, we consider time-march methods for unsteady problems, and basic iterative techniques for the solution of large algebraic systems.

1. Introduction to computational modelling

- Errors in the numerical representation of physical phenomena

- Requirements for discretisation methods

2. Classification and boundary conditions

- A review of model PDEs

- Basic classification of PDEs

- Definition of characteristics, Elliptic, hyperbolic and parabolic PDEs

- Dirichlet and Neumann boundary conditions, well-posed problems

3. Finite-difference methods

- Modified equation, Taylor table

- Upwinding and artificial dissipation

- Generalised transformation

- Fourier analysis

4. Verification

- Method of manufactured solutions

- Code and solution verification, Richardson extrapolation.

5. Spectral and finite-element methods

- Method of weighted residuals

- Element and global assembly

- Application of boundary conditions

- Unsteady problems

6. Analysis of time-march methods

- Accuracy of transient computations

- Systems of ODEs, semi-discrete eigenvalues

- Wave space, relation to Fourier analysis

- Fully-discrete eigenvalues, stability, stiffness

7. Iterative solution of algebraic systems

- Direct solution methods versus iterative solution methods

- Jacobi and Gauss-Seidel techniques

- Convergence rates, stopping criteria","At the end of this part of the course, the student should be able to:

1. Select appropriate numerical discretisation techniques for a given PDE

2. Formulate physically consistent numerical boundary treatments.

3. Analyse numerical discretisations in terms of their accuracy and stability.

4. Select a time-march method well-suited to a given problem.

5. Understand the design and behaviour of iterative solution techniques.

6. Verify the results of numerical simulations",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20610,['BSc Aerospace Engineering (Bachelor)']
Computational Modeling,AE2220-II S,see AE2220-II,see AE2220-II,Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20462,['Bridging Programme Aerospace Engineering (Bridging)']
"Test, Analysis en Simulation",AE2224-I,"Students work in groups of ~10 on projects that deal with the topics of test, analysis en simulation. These projects are defined and supervised by academic staff from the Aerospace Faculty of the Delft University of Technology. The work to be carried out by the group consists of at least the following activities:

Analysis of the data; collecting the data is not a part of the project, it will be provided by the tutor of the project group

Verification of data analysis results through comparison with theory, simulations, and literature;

Interpretation of the results, resulting in conclusions with regards to the research question and recommendations;

Documentation of the research question, test, simulation and analysis results, and the conclusions in a scientific report;

Write a self-reflection. The student should reflect both on his/her technical input and functioning in the research group;

Peer review of reports as written by students from other groups.","The thematic projects in the Aerospace Engineering Bachelor Program aim to provide learning experiences for students that enable them to integrate the (theoretical) content of thematic courses in a practical, active setting. They aim to simulate a professional environment in which students act within a professional role, on real-life problems which result in a professional output product, such as a technical report, a poster, an abstract, a scientific presentation, or a scientific paper. The projects are mandatory elements of the program. Each semester contains one thematic project. The theme of this 4th semester project is data analysis and evaluation. The outcome of the project work is to be documented in a scientific report. The aim of the project is that at the end of the project, the student will be able:

To analyse an experimental set-up or simulation model and assess its performance with regard to answering research questions;

To carry out an analysis of experimental and/or model results;

To formulate conclusions with the aim to answer a research question;

To write a research report and present the research to others;

To function as a member of a research team in a research environment;

To be able to critically reflect on one's own research as well as others using a peer format.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20611,['BSc Aerospace Engineering (Bachelor)']
Artificial Intelligence for Aerospace Engineering,AE2224-II,"Each week will consist of one 2-hour frontal lecture and one 2-hour coding laboratory. During the laboratory sessions, the instructors will guide the students in the hands-on application of what learnt in class to real world problems in Aerospace Engineering.

This course will cover the following topics in 6 weeks:

- Regression

- Data Reduction

- Classification

- Clustering

- Artificial Neural Networks

In the last week of the course, field experts will be invited as external lecturers to discuss relevant present-day topics in Artificial Intelligence for Aerospace Engineering, including but not limited to:

- Ethical Issues in Artificial Intelligence;

- Machine Learning and Certification;

- Sustainability and Machine Learning.","At the end of the course, students will be able to:

- Describe the most-commonly used Machine Learning models and their scope of applicability;

- Match the appropriate class of models to a given Aerospace Engineering application;

- Understand the range of applicability and the limitations of the models studied;

- Apply the models studied using well-established open-source Python packages;

- Understand and use concepts and jargon borrowed from the Artificial Intelligence community in the context of problems in Aerospace Engineering;

- Apply conventional Artificial Intelligence algorithms to real-life problems in Aerospace Engineering.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20612,['BSc Aerospace Engineering (Bachelor)']
Flight en Orbital Mechanics,AE2230-I,"1. Unsteady climb and descent (including minimum time to climb problem)

2. Turning performance

3. Airfield performance (take-off and landing)

4. Cruise flight and transport performance

5. Three dimensional equations of motion, coordinate systems, Euler angles, transformation matrices

6. Effect of a constant wind field on selected performance metrics

7. Equations of motion applied to various phases of space flight

8. Launch, Vertical flight, delta-V budget, burn out height, staging

9. Perturbations on satellite orbits

10. Spacecraft maneuvers and transfers

11. Eclipse

Interplanetary flight","1. Integrate fundamental disciplines (aero, power and propulsion, mechanics..) to describe the kinematics of aerospace vehicles satisfying real world constraints

2. Derive equations of motion for elementary flight and mission phases (climb, turn, cruise, take-off, launch, orbit)

3. Derive analytical expressions for optimal performance (steepest turn, Breguet Range, patched conics, J2, maneuvers )

4. Determine pros/cons of multi-stage launchers.

5. Assess sun lighting conditions on a satellite.

6. Determine the influence of wind (gradient) on aircraft motion and performance.

7. Develop the theory to describe an interplanetary trajectory as a succession of two-body problems, and apply this concept to real missions.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20613,['BSc Aerospace Engineering (Bachelor)']
Flight and Orbital Mechanics,AE2230-I S,see AE2230-I,see AE2230-I,Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20463,['Bridging Programme Aerospace Engineering (Bridging)']
Propulsion en Power,AE2230-II,"Air Breathing Propulsion

Aircraft Propulsion:- thermodynamics and cycle calculations, Working of a Gas Turbine Engine, turbo machinery, combustion, design point calculations.

Non-Air Breathing Propulsion

Rocket systems: Ideal rocket motor theory, cold gas rocket systems, chemical rocket systems.

Electrical Power Systems

Electrical Generators, Photo voltaics, Batteries, Fuel Cells, Power Management and Distribution.","At the end of this course, the student will be able to:

1. Understand the basic principles of thrust and power producing mechanisms for aerospace vehicles.

2. Perform basic sizing of thrust and electric power generation systems suitable for aerospace vehicles.

3. Describe the various components of a gas turbine engine, their working principle and performance.

4. List/describe/explain

-The main thrust and electrical power generation options available

-(Main) components that make up the propulsion and electrical power generation system and their function

-Current limits to thrust/power generation.

5. Apply control volume analysis and integral momentum equation to estimate thrust produced

6. Apply physics to predict electric power generated by solar photo-voltaics, batteries, electrical generator, etc.

7. Develop system model from schematic system description.

8. Size electrical power system for a given mission.

9. Select appropriate propulsion/power system from basic types depending on system requirements.

10. Asses effect of changes in design/operating parameters on system performance.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20614,['BSc Aerospace Engineering (Bachelor)']
Aerospace Systems en Control Theory,AE2235-I,"This course teaches the elements of handling dynamics in systems encountered in Aerospace Engineering. The goal is to provide students with all the theory and tools necessary to enable them to design, implement, and operate control systems for aerospace systems. An important part of the course is the actual programming (in Python/Matlab) of control systems for a wide variety of aircraft, UAVs, and satellites. For this, the student is introduced to the concepts of dynamical systems; inputs, outputs and system boundary and environment. Students learn to connect different system descriptions; state-space models, transfer functions, differential equations and frequency response descriptions. Students learn block diagram descriptions and block diagram manipulation. Desirable and undesirable properties of control systems are distinguished, the choice between elementary controller types to match a specific controlled system is discussed. Tuning methods for the controller parameters include the root-locus method, and frequency design methods (Bode).

The course uses examples commonly found in aerospace engineering, both dynamic models for whole systems (aircraft or satellites) and models for components, such as a landing gear or control surface with a hydraullic servo.","At the end of this course, the student will be able to:

1. Given a schematic of a physical system and desired behavior, design a simple (single-loop) controller.

2. Formulate linear dynamical system models from block diagrams or schematic mechanical system descriptions.

3. Identify dynamical properties across domains time, frequency, transfer function, A-matrix eigenvalues.

4. Evaluate stability of open and closed loop systems (in different domains: time, frequency, on the basis of pole locations)

5. Calculate and judge responses to input signals in time and frequency domain.

6. Select appropriate controller from basic types (P, PI, PD, PID, lag-lead, lead-lag) depending on system properties and requirements.

7. Tune controllers with Bode, Nyquist and Root-locus methods (Evans) with a computer.

All the above tasks will be done using a Computer Aided Control System Design (CACSD) tool, in this case either Matlab or Python.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20615,"['BSc Aerospace Engineering (Bachelor)', 'Bridging Programme Aerospace Engineering (Bridging)']"
Signal Analysis and Telecommunication Principles,AE2235-II,"Week 1, Lectures 1-2

Introduction; Basic principles of signal acquisition, conditioning, modulation and transfer;

Definitions (continuous time, discrete time, periodic/a-periodic); Basic signal shapes (unit pulse, step, ramp, sinusoid); Refresh complex algebra, Euler's theorem;

Introduce Unit impulse function (Dirac, sifting property)

Week 1, Lectures 3-4

Signal decomposition; Fourier Series (real and complex exponential versions); Sinc function; Examples.

Week 2, Lectures 5-6

Fourier Transform, Basic Transforms, Duality, Transform pairs, Properties of FT, Convolution; Examples.

Week 2, Lectures 7-8

Energy and Power, Parseval's Theorem; Definition of Energy and Power Spectral Density; Examples.

Week 3, Lectures 9-10

Introduction to linear time-invariant systems (LTI); Impulse response function, Frequency response function; Examples.

Week 3, Lectures 11-12

Filtering, filtering properties (bandwidth, phase lag); Ideal filters. Examples.

Week 4, Lectures 13-14

Sampling; A/D conversion; Impulse-train sampling; Nyquist sampling theorem, aliasing; Examples.

Week 4, Lectures 15-16

Introduction to Discrete Fourier Transform (DFT) and Fast-Fourier Transform (FFT); Examples

Week 5, Studio Classroom Session

Sampling, aliasing, windowing, leakage. Basic signal conditioning; Low-pass filter. Using data from actual aerospace sensors (accelerometer, pitot tube, rate sensor, light sensor).

Week 6, Lectures 17-18

Basic principles of transferring information (communication); modulation (digital system, binary signaling); On-Off-Keying, and Binary Phase Shift Keying; Time and frequency representation.

Week 6, Lectures 19-20

Effects of noise; Additive White Gaussian Noise (AWGN); thermal noise, noise temperature, noise density, effective noise bandwidth; Signal-to-Noise-Ratio (SNR); Signal detection.

Week 7, Lectures 21-22

Optimal signal detection (false alarm and missed detection probabilities); range estimation for navigation and surveillance; examples in aerospace; signal bandwidth versus bit-rate (communication) link/channel capacity, and bit energy to noise density ratio Eb/N0. Signal bandwidth versus ranging accuracy (navigation), chip/pulse duration, and carrier to noise density ratio C/N0.

Week 7, Lectures 23-24

Design calculations for telecommunications sub-system in aerospace; basic radio (wireless) signal link budget (aand radar equation): Emitted Isotropic Radiation Power (EIRP), free space loss, and antenna gain. Examples: satellite-Earth link, aircraft-tower link, and radar two-way sensing; quick review of transmitter and receiver building blocks.","At the end of this course, the student will be able to :

1. How to acquire and condition a signal (from a transducer) suitable for further processing?

2. How to transfer a signal from A to B?

3. Comprehend signal representation/decomposition in time domain and frequency domain

4. Design a filter to condition signal (including trade-offs in performance)

5. Design a sampling scheme

6. Apply filtering and sampling to an actual case, and evaluate the result

7. Comprehend limitations and constraints (quantization, signal-to-noise)

8. Know building block, electronic components, and comprehend main functions

9. Comprehend signal modulation techniques

10. Apply en implement modulation to a (simplified) real signal

11. Comprehend signal detection techniques

12. Produce a signal link budget",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20616,"['BSc Aerospace Engineering (Bachelor)', 'Bridging Programme Aerospace Engineering (Bridging)']"
Exchange Period BSc,AE3060,"Please note: up to date information about the exchange programme will be published on the Brightspace page: Student Exchange Programmes Aerospace Engineering.

During the Bachelor programme you have the possibility to follow the 30 ECTS of your Minor programme abroad at one of the partner universities that the Faculty of Aerospace Engineering has an agreement with. The Faculty of AE has a number of places for allocation under the semester exchange agreement with the partner university, either bilateral, or as part of a TU wide agreement. Please be aware that even if there is an active agreement, it doesn't automatically mean that there are exchange places available every year. An overview of exchange partner universities can be found at here.

Usually, you need to create a self-composed course package, which means that you can make your own selection of courses that have to meet the requirements of the partner university and the requirements of the TU Delft Faculty of Aerospace Engineering. Students are encouraged to choose courses outside the field of Aerospace Engineering. However, this might not always be possible and depends on the courses available for exchange students.

The courses for the Minor programme that you take abroad at the partner university in academic year 2026-2027 need to meet the following criteria:

1. The courses do not have overlap with the content of the Aerospace Engineering BSc curriculum.
2. The courses have to be coherent and fit preferably within one or a maximum of two themes. The theme can be related to the field of Aerospace Engineering or a completely new field.
3. The courses contain a minimum of 15 ECs of 3rd and 4th year BSc courses or MSc courses. Taking some 1st or 2nd year BSc courses is allowed if well motivated, for example to close a knowledge gap in fields other than aerospace engineering. You must always have at least 15 ECs of 3rd year BSc/4th year BSc/MSc courses.
4. A (research/course) project with a maximum of 10 ECTS is allowed, as long as it is in line with criteria 2 and 3 and can be registered as a course on the transcript of the partner university.
5. You are allowed to choose up to 6 ECTS of cultural courses related to the host country OR language courses in the language of the partner university's country. This is intended to support your integration into the host country. English or a language that the student is already proficient in is not allowed to be taken as a language course. These 6 ECTS do not count toward the minimum requirement of 15 EC in 3rd/4th-year or MSc-level courses as specified in requirement 3, regardless of the level indicated by the partner institution.
6. The courses must add up to 30 ECTs (or the equivalent of that), no less. More than 30 is allowed, if no course can be removed and the remaining courses still add up to 30.
7. It is possible to complete all the courses during the student enrolment period at the partner university.","To prepare for the future interdisciplinary world of work, to broaden academic skills in a certain discipline and to obtain intercultural competences.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/24520,[]
Design Synthesis,AE3200,"The Design Synthesis Exercise (DSE) students are required to make a design in the field of aircraft, spacecraft or wind turbines. In the design project the student is provided with an opportunity to obtain ""design experience"". This means that the student goes through the complete design process, from drawing up a set of detailed (mission) requirements, concept analysis and design, concept selection to the presentation of the final design, in a structured and iterative manner.

He/she will experience the difficulty of making well-motivated design choices, thereby taking into account (sometimes conflicting) demands, etcetera. He/she will also experience that design iterations are necessary to tune non-optimal design decisions to meet the specifications drawn up at the start of the exercise. Some examples of aerospace vehicles designed in the past include:

High-altitude VTOL rescue

Thin Haul Transport and Air Taxi

Water Bomber UAVs

Aircraft Maintenance Drone

Returning to Saturn - Characterizing the Icy Moons and Rings

Demonstrator for Airbreathing Electrostatic Propulsion, Earth Observation Satellite

A Personal Air Mobility Vehicle as Maritime Pilot Shuttle

A stratospheric balloon as operational and test platform for Earth observation.

eVTOL emergency aircraft

Develop of a secondary rotor wind turbine

Low-cost system for stratospheric aerosol injection

Adaptive Regional Airliner

The credits that can be gained by successfully completing the exercise are 15 EC.

Students who have suggestions for design topics can bring them forward to the responsible instructor. The idea must be within the topics of aircraft, spacecraft or wind turbine design and concern the design of a complete object. Parts of these objects, mission designs without hardware components or procedures are not considered suitable for the DSE. If the idea seems feasible, a suitable principal tutor will be sought. When a suitable principle tutor can indeed be found the text of the assignment can de written and put forward to the external quality control committee.

Together with this principal tutor the student can draft the assignment. The assignment will have to pass the regular quality control procedure. If successful, the assignment will be offered to all the participants of the DSE in either the Spring of the Fall DSE. The topic of the design is limited to aircraft, spacecraft or wind turbines. Participation of those that have helped with the set-up of the design assignment is limited to two students per design team.

Entry requirements:

Spring DSE (fourth period)

- First and second year fully completed

- Registered on time for the exercise

- Third year BSc-student or older

- Selection for the Spring DSE takes place on the basis of results up to and including the second examination period (January).

Fall DSE (second period)

- First year and second year fully completed

- Registered on time for the exercise

- Fourth year BSc- student or older

- Selection for the Fall DSE takes place on the basis of results up to and including the summer resit exam period (July).

The registration for the Spring DSE will open in week 2.5 and close by the end of week 3.1. The registration for the Fall DSE will open in week 4.5 and close by the end of week 1.1.

There will be only one message posted on Brightspace when registering in Osiris is possible. It is the responsibility of the student to watch this closely. Failing to register on time will automatically exclude a student from participating in the DSE for that period.

Please contact the academic counsellor in case of special mitigating personal circumstances.","In the design project, the students must demonstrate that they have the basic knowledge and skills necessary to accomplish a successful ""paper"" design of an aerospace system. By completing the project, the student will demonstrate:

- Technical competence and ability to apply knowledge

- Design competence (Perform conceptual design of an aircraft or spacecraft system, integrate life-cycle and sustainability issues in the design)

- Effective communications (plan, prepare, deliver and assess meetings, oral presentations and written reports).

- Professional attitude.

- Work in multi-disciplinary teams

- Manage their work

- Perform peer and self reviews

- Understand contemporary en societal issues in their work

- Exhibit life long learning attitudes and abilities",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20617,['BSc Aerospace Engineering (Bachelor)']
Systems Engineering en Aerospace Design,AE3211-I,"- Characteristics of complex projects

- Process of Systems Engineering

- User needs and constraints

- Setup of System Design Team

- Requirement and functional analysis for aircraft/spacecraft mission

- Categories of research and development work to match user needs

- Design iterations

- Risk management

- Planning of verification efforts

- Dynamical System Configuration

- Technical and Project Management.","The course shall provide the student with Systems Engineering material for engineering of complex aerospace products according to customer needs. In addition, it shall prepare the student for the Design Synthesis Exercise.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20788,['BSc Aerospace Engineering (Bachelor)']
Production of Aerospace Systems,AE3211-II,"I Part manufacture; the philosophy and physics of formative, subtractive and additive manufacturing processes, giving materials its shape and function.

II Joining and integration methods of aerospace structures, such as bonding, riveting, bolting and welding.

III Principles of sustainable manufacturing, determining and assessing the environmental cost of a manufacturing system. Recurring vs. non-recurring cost and automation principles.

IV Cases studies (aviation/space/wind and emerging technologies).

V Large scale manufacturing and assembly systems, lean manufacturing, principles of quality improvement.","At the end of this course, the student will be able to:

1. Understand the principles of formative, subtractive and additive manufacturing and their impact on design freedom.

2. Theoretically apply combinations of formative, subtractive and additive manufacturing process and joining methods to realize complex structures.

3. Analyze manufacturing systems in respect to their environmental impact, considering the entire life cycle including end of life and evaluate scenarios with varying production volume and level of automation.

4. Apply principles of manufacturing system breakdown or decomposition to given case studies.

5. Remember principles of quality improvement in industrial large-scale manufacturing and assembly systems.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20789,['BSc Aerospace Engineering (Bachelor)']
"Aerospace Flight Dynamics en Simulation, including Flight Test",AE3212-I,"Derivation and analysis of the stability and dynamic behavior of aerospace vehicles, taking into account the effects of different altitude/velocity combinations.","At the end of this course, the student will be able to:

1. Determine the stability properties and characteristic motions of aerospace vehicles

2. Predict rotational motion of aerospace vehicles by means of simulation

3. Master reference frames + transformations

4. Utilize Euler angles

5. Derive and linearize the Equations of Motion

6. Determine static and dynamic stability properties

7. Separate symmetric/asymmetric E.O.M

8. Calculate and interpret Eigenvalues and Eigenmodes

9. Apply theory to different altitude/velocity regimes

10. Identify the effect of different vehicle configurations.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20790,['BSc Aerospace Engineering (Bachelor)']
Aerospace Flight Dynamics and Simulation,AE3212-I S,see AE3212-I,see AE3212-I,Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20465,['Bridging Programme Aerospace Engineering (Bridging)']
"Simulation, Verification en Validation",AE3212-II,"The following topics are addressed:

- Creation of a numerical model for a structural analysis and a flight dynamics problem.

- Verification of the numerical model against existing (analytical) models.

- Assessment of the effect of assumptions on accuracy of results.

- Validation of the simulation results with experiments.","At the end of this course the student will be able to:

1. Plan the simulation, verification and validation of a complex aerospace problem.

2. Produce a complete numerical simulation to solve an aerospace problem, based on theory taught in courses of the BSc.

3. Verify the simulation with analytical models using a hierarchy of tests and to improve the simulation based on this verification.

4. Assess the influence of assumptions in the simulation.

5. Validate the simulation with data from experiments and improve the simulation based on this.

6. Organize group work and solve issues related to team work and group processes.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/20791,['BSc Aerospace Engineering (Bachelor)']
Air Transportation,AE3501-25,"The course offers an introduction to the various aspects of air transportation, including air law, regulatory frameworks, airline economics, airline network and fleet planning, etc.

The course consists of theoretical lectures covering:

-          Introduction to air transportation as a global transportation system, including the history of aviation

-          Regulations and economics in air transport

-          Business models

-          Revenue management

-          Air cargo operations

-          Airline planning (flight scheduling, fleet assignment, etc.)

-          Aircraft performance and technologies

-          Aircraft maintenance

-          Sustainability in air transportation

and guest lectures from practitioners in the aviation industry. We will include case studies and real-world examples in the lectures to apply theoretical concepts in practical contexts.The course offers an introduction to the various aspects of air transportation, including air law, regulatory frameworks, airline economics, airline network and fleet planning, etc.

The course consists of theoretical lectures covering:

-          Introduction to air transportation as a global transportation system, including the history of aviation

-          Regulations and economics in air transport

-          Business models

-          Revenue management

-          Air cargo operations

-          Airline planning (flight scheduling, fleet assignment, etc.)

-          Aircraft performance and technologies

-          Aircraft maintenance

-          Sustainability in air transportation

and guest lectures from practitioners in the aviation industry. We will include case studies and real-world examples in the lectures to apply theoretical concepts in practical contexts.","At the end of the course, the students should be able to:

1.      Explain the role of air transport in the global economy.

2.      Describe the economic and technical regulations, and standards pertaining to organizations within the air transport industry.

3.      Identify the characteristics and trends in the airline industry by using key performance indicators.

4.      Explain key economic principles and strategic choices in the airline industry, including market structures, business models, and network and fleet strategies, as well as the role of airports.

5.      Give examples of strategic, tactical, and operational planning problems of commercial passenger and cargo airlines.

6.      Analyze the structure of airline costs and pricing.

7.      Explain key demand and supply factors affecting the air cargo sector.

8.      Discuss the application of different aircraft (technologies) in airline operations.

9.      Discuss current sustainability challenges in aviation, along with potential solutions and transition bottlenecks.

10. Reflect on practical insights shared by stakeholders from the air transport industry by engaging with guest lecturers.",Bachelor,Aerospace Engineering,https://studiegids.tudelft.nl/courses/study-guide/educations/21064,[]
